,날짜,영화제목,영화평점
1240,2022-02-25,듄,7.96
1241,2022-02-25,킹스맨: 퍼스트 에이전트,7.93
1242,2022-02-25,하우스 오브 구찌,7.91
1243,2022-02-25,나일 강의 죽음,7.75
1244,2022-02-25,파워 오브 도그,7.70
1245,2022-02-25,언차티드,7.67
1246,2022-02-25,킹메이커,7.45
1247,2022-02-25,해리 포터와 불사조 기사단,7.04
1248,2022-02-25,만년이 지나도 변하지 않는 게 있어,6.72
1249,2022-02-25,웨스트 사이드 스토리,6.57
1250,2022-02-25,나의 촛불,6.42
1251,2022-02-25,355,6.24
1252,2022-02-25,해적: 도깨비 깃발,6.20
1253,2022-02-25,인민을 위해 복무하라,6.06
1254,2022-02-25,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.16
1255,2022-02-26,전투왕,9.52
1256,2022-02-26,씽2게더,9.42
1257,2022-02-26,극장판 주술회전 0,9.40
1258,2022-02-26,코다,9.21
1259,2022-02-26,킹 오브 프리즘,9.18
1260,2022-02-26,킹 오브 프리즘 프라이드 더 히어로,9.10
1261,2022-02-26,스파이더맨: 노 웨이 홈,8.87
1262,2022-02-26,고양이를 부탁해,8.81
1263,2022-02-26,화양연화,8.79
1264,2022-02-26,마미,8.68
1265,2022-02-26,돈 룩 업,8.65
1266,2022-02-26,라라랜드,8.62
1267,2022-02-26,드라이브 마이 카,8.56
1268,2022-02-26,그녀에게,8.46
1269,2022-02-26,광대: 소리꾼,8.41
1270,2022-02-26,어나더 라운드,8.27
1271,2022-02-26,듄,7.96
1272,2022-02-26,킹스맨: 퍼스트 에이전트,7.93
1273,2022-02-26,하우스 오브 구찌,7.90
1274,2022-02-26,나일 강의 죽음,7.73
1275,2022-02-26,파워 오브 도그,7.70
